"id","jobID","descript"
"2048","414207","Inspector telegrame"
"2049","414208","Oficiant posta telegrame"
"2050","414209","Oficiant presa"
"2051","414210","Prelucrator presa scrisa"
"2052","414211","Responsabil tura expeditie"
"2053","414212","Sef vagon postal"
"2054","4143","Codificatori, corectori de tipar si asimilati"
"2055","414301","Codificator"
"2056","414302","Corector editura presa"
"2057","414303","Corector-revizor poligrafie"
"2058","419","ALTI FUNCTIONARI DE BIROU"
"2059","4190","Alti functionari de birou"
"2060","419001","Functionar administrativ"
"2061","419002","Inspector aparare civila"
"2062","419003","Inspector documente secrete"
"2063","42","FUNCTIONARI IN SERVICII CU PUBLICUL"
"2064","421","CASIERI, OPERATORI LA GHISEU SI ASIMILATI"
"2065","4211","Casieri, numaratori de bani si vanzatori de bilete"
"2066","421101","Casier"
"2067","421102","Casier tezaur"
"2068","421103","Casier valuta"
"2069","421104","Manuitor valori (presa, posta)"
"2070","421105","Numarator bani"
"2071","421106","Taxator"
"2072","421107","Verificator bani"
"2073","421108","Verificator valori"
"2074","421109","Vanzator bilete"
"2075","421110","Casier trezorier"
"2076","4212","Operatori la ghisee"
"2077","421201","Operator ghiseu banca"
"2078","421202","Operator ghiseu birouri de schimb"
"2079","421203","Administrator cont"
"2080","421204","Referent operatii intre sedii"
"2081","4213","Crupieri si asimilati"
"2082","421301","Crupier"
"2083","421302","Schimbator fise changeur (cazinou)"
"2084","421303","Supraveghetor jocuri (cazinouri)"
"2085","421304","Sef masa (cazinou)"
"2086","421305","Cap de masa (cazinou)"
"2087","4214","Camatari"
"2088","421401","Amanetar"
"2089","421402","Camatar"
"2090","4215","Colectori de note de plata, polite si bani cash"
"2091","421501","Agent fiscal"
"2092","422","FUNCTIONARI LA RECEPTIE SI DE INFORMARE A CLIENTELEI"
"2093","4221","Functionari la agentiile de voiaj"
"2094","422101","Agent transporturi externe"
"2095","422102","Agent transporturi interne"
"2096","422103","Agent turism"
"2097","422104","Functionar agentie voiaj"
"2098","4222","Functionari la serviciile de informare si receptioneri"
"2099","422201","Impiegat informatii"
"2100","422202","Receptioner"
"2101","422203","Sef receptie hotel"
"2102","422204","Responsabil cazare"
"2103","422205","Concierge"
"2104","4223","Operatori la serviciile de telefoane (telefoniste)"
"2105","422301","Oficiant telefoane"
"2106","422302","Oficiant telegraf"
"2107","422303","Radiotelegrafist"
"2108","422304","Telefonist"
"2109","422305","Telefonist instructor"
"2110","423306","Telegrafist (teleimprimatorist)"
"2111","5","LUCRATORI OPERATIVI IN SERVICII, COMERT SI ASIMILATI"
"2112","51","LUCRATORI IN SERVICII PERSONALE SI DE PROTECTIE"
"2113","511","INSOTITORI DE ZBOR SI GHIZI"
"2114","5111","Insotitori de zbor si stewardese"
"2115","511101","Insotitor de bord"
"2116","511102","Stewardesa"
"2117","5112","Conductori si controlori in transporturi publice"
"2118","511201","Conductor tren"
"2119","511202","Revizor bilete"
"2120","511203","Controlor bilete"
"2121","5113","Ghizi"
"2122","511301","Conducator grup turistic"
"2123","511302","Ghid galerii arta"
"2124","511303","Ghid montan"
"2125","511304","Ghid turism intern"
"2126","511305","Ghid interpret"
"2127","511306","Organizator activitate turism (studii medii)"
"2128","511307","Animator socio-educativ"
"2129","511308","Ghid sportiv"
"2130","511309","Ghid supraveghetor"
"2131","512","ADMINISTRATORI SI ALTI LUCRATORI OPERATIVI IN RESTAURANTE CANTINE, PENSIUNI, ETC."
"2132","5121","Administratori (Intendenti)"
"2133","512101","Administrator"
"2134","512102","Administrator piete si targuri"
"2135","512103","Cabanier"
"2136","512104","Gospodar"
"2137","512105","Intendent"
"2138","512106","Sef cantina"
"2139","512107","Ingrijitor vila"
"2140","512108","Administrator hotel"
"2141","512109","Sef restaurant"
"2142","512110","Sef sala restaurant"
"2143","512111","Dispecer pentru servire in camera (hotel)"
"2144","5122","Bucatari"
"2145","512201","Bucatar"
"2146","512202","Maistru in arta culinara"
"2147","512203","Bucatar sef"
"2148","5123","Ospatari si barmani"
"2149","512301","Barman"
"2150","512302","Ospatar (chelner)"
"2151","512303","Ajutor ospatar"
"2152","513","PERSONAL DE INGRIJIRE SI ASIMILAT"
"2153","5131","Ingrijitoare de copii"
"2154","513101","Ingrijitoare de copii"
"2155","513102","Guvernanta"
"2156","513103","Asistent maternal"
"2157","5132","Infirmiere si ingrijitoare in institutii de ocrotire sociala si sanitara"
"2158","513201","Baies"
"2159","513202","Brancardier"
"2160","513203","Gipsar"
"2161","513204","Infirmiera"
"2162","513205","Ingrijitoare la unitati de ocrotire sociala si sanitara"
"2163","513206","Lacar"
"2164","513207","Namolar"
"2165","5133","Personal specializat pentru Ingrijire si supraveghere  la domiciliu"
"2166","513301","Ingrijitoare la domiciliu"
"2167","513302","Baby sitter"
"2168","513401","Ingrijitor farmacii, cabinete veterinare"
"2169","5139","Lucratori in serviciu pentru populatie neclasificati in grupele de baza anterioare"
"2170","513902","Menajera"
"2171","514","ALTI LUCRATORI IN SERVICII PENTRU POPULATIE"
"2172","514101","Coafor"
"2173","514102","Cosmetician"
"2174","514103","Frizer"
"2175","514104","Manichiurist"
"2176","514105","Pedichiurist"
"2177","5142","Valeti, cameriste si insotitori"
"2178","514201","Camerista hotel"
"2179","514202","Insotitor"
"2180","514203","Liftier"
"2181","514204","Valet"
"2182","514205","Guvernanta la hotel"
"2183","5143","Agenti de pompe funebre si imbalsamatori"
"2184","514301","Antreprenor servicii funerare"
"2185","514302","Decorator servicii funerare"
"2186","514303","Imbalsamator"
"2187","5149","Lucratori in servicii pentru populatie neclasificati in grupele de baza anterioare"
"2188","514901","Agent dezinfectie, deratizare, dezinsectie"
"2189","514902","Astrolog"
"2190","514903","Gazda club"
"2191","514904","Organizator prestari servicii"
"2192","514905","Salvator la strand"
"2193","514906","Salvator montan"
"2194","516","PERSONAL DE PAZA SI ORDINE PUBLICA"
"2195","5161","Pompieri"
"2196","516101","Pompier"
"2197","516102","Sef formatie pompieri"
"2198","516103","Sef tura pompieri"
"2199","516104","Servant pompier"
"2200","5163","Lucratori in penitenciare (gardieni de inchisoare)"
"2201","516301","Gardian de inchisoare"
"2202","516302","Educator in penitenciare"
"2203","5169","Personal de paza si ordine publica neclasificat in grupele de baza anterioare"
"2204","516901","Agent paza si ordine"
"2205","516902","Agent garda corp"
"2206","516903","Agent paza in incinte (hoteluri, magazine, etc)"
"2207","516904","Gardian public"
"2208","516905","Gardian feroviar"
"2209","516906","Sef formatie paza si ordine"
"2210","52","MODELE, MANECHINE SI VANZATORI IN MAGAZINE SI PIETE"
"2211","521","MANECHINE SI ASIMILATI"
"2212","5210","Manechine si asimilati"
"2213","521001","Manechin"
"2214","521002","Model atelier artistic si publicitate"
"2215","521003","Prezentator moda"
"2216","522","VANZATORI IN MAGAZINE SI PIETE"
"2217","5220","Vanzatori in magazine si piete"
"2218","522001","Anticar"
"2219","522002","Bufetier"
"2220","522003","Librar"
"2221","522004","Vanzator"
"2222","6","AGRICULTORI SI LUCRATORI CALIFICATI IN AGRICULTURA, SILVICULTURA SI PESCUIT"
"2223","61","AGRICULTORI SI LUCRATORI CALIFICATI IN AGRICULTURA, SILVICULTURA SI PESCUIT"
"2224","611","AGRICULTORI SI LUCRATORI CALIFICATI IN CULTURI VEGETALE"
"2225","6111","Agricultori si lucratori calificati in culturi de camp si legumicultura"
"2226","611101","Agricultor"
"2227","611102","Gradinar"
"2228","611103","Legumicultor"
"2229","611104","Lucrator calificat in culturi de camp si legumicultura"
"2230","6112","Arboricultori si floricultori"
"2231","611201","Arboricultor"
"2232","611202","Ciupercar"
"2233","611203","Florar-decorator"
"2234","611204","Floricultor"
"2235","611205","Peisagist floricultor"
"2236","611206","Lucrator calificat in floricultura si arboricultura"
"2237","6115","Viticultori si pomicultori"
"2238","611501","Pomicultor"
"2239","611502","Viticultor"
"2240","612","CRESCATORI DE ANIMALE"
"2241","6121","Crescatori- ingrijitori de animale domestice pentru productia de lapte si carne"
"2242","612101","Cioban"
"2243","612101","Oier"
"2244","612102","Crescator-ingrijitor de animale domestice pentru productia de lapte si carne"
"2245","612103","Tocator de furaje (paie)"
"2246","612104","Lucrator calificat in cresterea animalelor"
"2247","6122","Crescatori de pasari si fazanieri"
"2248","612201","Crescator de pasari"
"2249","612202","Fazanier"
"2250","6123","Apicultori si sericicultori"
"2251","612301","Apicultor"
"2252","612302","Sericicultor"
"2253","6124","Crescatori- ingrijitori de cabaline"
"2254","612401","Antrenor cabaline"
"2255","612402","Crescator-ingrijitor de cabaline"
"2256","612403","Herghelegiu"
"2257","6125","Crescatori de animale mici"
"2258","612501","Crescator de animale mici"
"2259","613","AGRICULTORI SI LUCRATORI CALIFICATI IN CULTURI VEGETALE SI CRESCATORI DE ANIMALE"
"2260","6130","Agricultori si lucratori calificati in culturi vegetale si crescatori de animale"
"2261","613001","Agricultor in culturi vegetale si crescator de animale"
"2262","614","LUCRATORI FORESTIERI SI ASIMILATI"
"2263","6141","Lucratori forestieri"
"2264","614101","Cioplitor in lemn"
"2265","614102","Carbonitor"
"2266","614103","Fasonator mecanic (cherestea)"
"2267","614104","Muncitor plantatii si amenajare zona verde"
"2268","614105","Drujbist"
"2269","614106","Pepinierist"
"2270","614107","Presator stuf"
"2271","614108","Protectionist silvic"
"2272","614109","Recoltator stuf"
"2273","614110","Rezinator"
"2274","614111","Sef coloana exploatare stuf"
"2275","614112","Stivuitor si receptioner silvic"
"2276","614113","Taietor silvic"
"2277","6142","Preparatori mangal"
"2278","614201","Preparator mangal"
"2279","614202","Mangalizator"
"2280","615","PESCARI SI VANATORI"
"2281","6151","Lucratori in culturi acvatice"
"2282","615101","Lucrator in culturi acvatice"
"2283","615102","Piscicultor"
"2284","6152","Pescari in ape interioare si de coasta"
"2285","615201","Pescar in ape interioare si de coasta"
"2286","6153","Pescari in mari si oceane"
"2287","615301","Pescar mari si oceane"
"2288","6154","Vanatori"
"2289","615401","Vanator"
"2290","7","MESTESUGARI SI LUCRATORI CALIFICATI IN MESERII DE TIP ARTIZANAL, DEREGLARE SI INTRETINERE A MASINILO"
"2291","71","MESERIASI SI MUNCITORI CALIFICATI IN INDUSTRIA EXTRACTIVA SI CONSTRUCTII"
"2292","711","MINERI SI ARTIFICIERI, TAIETORI SI CIOPLITORI IN PIATRA"
"2293","7111","Mineri si lucratori in cariera"
"2294","711101","Miner in subteran"
"2295","711102","Miner la suprafata"
"2296","711103","Masurator de gaze, temperatura si radiatii"
"2297","711104","Controlor de productie la minele de aur nativ"
"2298","7112","Artificieri si puscatori"
"2299","711201","Artificier de mina"
"2300","711202","Artificier la lucrari de suprafata"
"2301","711203","Pirotehnician cinematografie si teatru"
"2302","7113","Spargatori, taietori si cioplitori in piatra"
"2303","711301","Cioplitor in piatra si marmura"
"2304","711302","Cioplitor montator piatra, marmura"
"2305","711303","Gaterist la taiat blocuri de piatra, marmura"
"2306","711304","Taietor, slefuitor, lustruitor piatra, marmura"
"2307","711305","Restaurator piatra"
"2308","712","MUNCITORI CONSTRUCTORI SI ASIMILATI"
"2309","7121","Muncitori constructori care utilizeaza tehnici si materiale traditionale"
"2310","712101","Muncitor constructor birne, chirpici, piatra"
"2311","712102","Confectioner placi din diverse materiale"
"2312","712103","Confectioner plase si pinze rabit din stuf"
"2313","7122","Zidari"
"2314","712201","Operator alpinist"
"2315","712201","Sobar"
"2316","712202","Zidar cosuri fabrica"
"2317","712203","Zidar pietrar"
"2318","712204","Zidar samotor"
"2319","712205","Zidar rosar-tencuitor"
"2320","712206","Zidar restaurator"
"2321","7123","Constructori in beton armat si asimilati"
"2322","712301","Betonist"
"2323","712302","Fierar betonist"
"2324","712303","Montator elemente prefabricate din beton armat"
"2325","7124","Dulgheri"
"2326","712401","Dulgher pentru constructii"
"2327","712401","Dulgher (exclusiv restaurator)"
"2328","712402","Dulgher restaurator"
"2329","7129","Muncitori constructori neclasificati in grupele de baza anterioare"
"2330","712901","Muncitor hidrometru"
"2331","712902","Pavator"
"2332","712903","Sapator fintini"
"2333","712904","Asfaltator"
"2334","712905","Cantonier"
"2335","712906","Chesonier"
"2336","712907","Constructor cai ferate"
"2337","712908","Constructor linii tramvai"
"2338","712909","Drenor canalist"
"2339","712910","Fascinar"
"2340","712911","Finisor terasamente"
"2341","712912","Muncitor hidrogeolog"
"2342","712913","Muncitor constructor senal navigabil, lucrari hidrotehnice si portuare"
"2343","712914","Sef echipa intretinere poduri metalice, viaducte si tuneluri"
"2344","712915","Agent hidrotehnic"
"2345","712916","Revizor cale sau puncte periculoase"
"2346","712917","Meserias intretinere cale"
"2347","712918","Sef echipa intretinere cale"
"2348","712919","Meserias intretinere poduri matalice, viaducte si tunele"
"2349","712920","Alpinist utilitar"
"2350","713","MUNCITORI CONSTRUCTORI LA LUCRARI DE FINISARE"
"2351","7131","Constructori de acoperisuri"
"2352","713101","Acoperitor-invelitor tigla, azbociment, tabla"
"2353","713102","Constructor acoperisuri"
"2354","7132","Parchetari, linolisti, mozaicari si faiantari"
"2355","713201","Faiantar"
"2356","713202","Montator placaje interioare si exterioare"
"2357","713203","Mozaicar"
"2358","713203","Mozaicar (exclusiv restaurator)"
"2359","713204","Parchetar-linolist"
"2360","713205","Mozaicar restaurator"
"2361","7133","Ipsosari"
"2362","713301","Ipsosar"
"2363","713301","Ipsosar (exclusiv restaurator)"
"2364","713302","Turnator ornamentalist"
"2365","713303","Ipsosar restaurator ornamente din ipsos"
"2366","7134","Montatori de izolatii termice si acustice"
"2367","713401","Izolator fonic"
"2368","713402","Izolator frigorific"
"2369","713403","Izolator hidrofug"
"2370","713404","Izolator lucrari speciale (antiacide si de protectie)"
"2371","713405","Izolator termic"
"2372","7135","Geamgii"
"2373","713501","Geamgiu"
"2374","7136","Instalatori si montatori de tevi"
"2375","713601","Detector pierderi apa si gaze"
"2376","713602","Instalator apa, canal"
"2377","713603","Instalator frigotehnist"
"2378","713604","Instalator incalzire centrala si gaze"
"2379","713605","Instalator retele exterioare apa"
"2380","713606","Instalator ventilare si conditionare apa"
"2381","713607","Verificator canale subterane"
"2382","7137","Electricieni in constructii"
"2383","713701","Electrician in constructii"
"2384","714","ZUGRAVI, VOPSITORI, CURATITORI DE FATADE SI ASIMILATI"
"2385","7141","Zugravi, tapetari, lacuitori si vopsitori"
"2386","714101","Tapetar"
"2387","714102","Vopsitor zugrav"
"2388","714102","Zugrav, vopsitor"
"2389","714103","Lacuitor lemn"
"2390","714104","Vopsitor industrial"
"2391","714105","Finisor lacuitor lemn"
"2392","714106","Stucaturist"
"2393","7143","Curatitori de fatade si cosari"
"2394","714301","Cosar"
"2395","714302","Curatitor de fatade"
"2396","72","MESERIASI SI MUNCITORI CALIFICATI IN METALURGIE, CONSTRUCTII  METALICE SI ASIMILATI"
"2397","721","TURNATORI, SUDORI, TINICHIGII-CAZANGII SI ALTI LUCRATORI IN  CONSTRUCTII METALICE"
"2398","7211","Turnatori, formatori, miezuitori"
"2399","721101","Curatitor sablator"
"2400","721102","Modelier lemn"
"2401","721103","Modelier metal"
"2402","721104","Modelator miezuitor"
"2403","721105","Modelier naval"
"2404","721106","Operator la masini de brichetat span"
"2405","721107","Pregatitor metale vechi pentru retopire"
"2406","721108","Recuperator metale vechi"
"2407","721109","Topitor aliaje tipografie"
"2408","721110","Topitor fonta si neferoase"
"2409","721111","Topitor, turnator metale si aliaje neferoase"
"2410","721112","Turnator fonta pe banda"
"2411","721113","Turnator formator"
"2412","721114","Turnator pregatitor otelarie"
"2413","721116","Turnator metale si neferoase"
"2414","721117","Turnator modelier"
"2415","7212","Sudori si debitatori autogeni"
"2416","721201","Lipitor de placute la scule aschietoare"
"2417","721202","Sudor autogen"
"2418","721203","Sudor electric"
"2419","721204","Sudor automatist"
"2420","721206","Taietor cu flacara (autogen)"
"2421","721207","Sudor cu gaze"
"2422","721208","Sudor in mediu protector"
"2423","7213","Tinichigii-cazangii"
"2424","721301","Cazangiu recipiente"
"2425","721302","Probator hidraulic cazane, tevi, recipiente"
"2426","721303","Tinichigiu carosier"
"2427","721304","Tinichigiu industrial"
"2428","721305","Tinichigiu de santier"
"2429","721306","Tinichigiu structurist de aviatie"
"2430","721307","Cazangiu tevar"
"2431","721308","Cazangiu formator"
"2432","721309","Tinichigiu restaurator"
"2433","7214","Constructori si montatori de structuri metalice"
"2434","721401","Finisor cocleti"
"2435","721402","Finisor ace si accesorii"
"2436","721403","Confectioner capace de carde"
"2437","721404","Confectioner cocleti"
"2438","721405","Confectioner plase din sirma"
"2439","721406","Formator tevi prin sudare"
"2440","721407","Lacatus constructii metalice si navale"
"2441","721408","Lacatus de mina"
"2442","721409","Lacatus revizie vagoane"
"2443","721410","Lacatus mecanic"
"2444","721411","Lacatus montator"
"2445","721412","Presator metale la rece"
"2446","721413","Reconditioner scule si utilaje petroliere"
"2447","721414","Sanfrenator"
"2448","721415","Montator ite, cocleti, lamele, spete"
"2449","721415","Pregatitor ite, cocleti, lamele, spete"
"2450","721415","Reparator ite, cocleti, lamele, spete"
"2451","721416","Repasator garnituri carde"
"2452","721417","Tubulator naval"
"2453","721418","Masinist la litografiat si vernisat tabla"
"2454","721419","Masinist la confectionarea ambalajelor metalice"
"2455","721420","Masinist la confectionarea tuburilor de aluminiu"
"2456","721421","Constructor-montator de structuri metalice"
"2457","721422","Masinist la fabricarea acelor si accesoriilor"
"2458","721423","Nituitor"
"2459","721424","Lacatus mecanic de intretinere si reparatii universale"
"2460","721425","Masinist la confectionarea spetelor si spiralelor"
"2461","721426","Montator ajustor spete"
"2462","721427","Lipitor si protejator spete"
"2463","721428","Taietor pentru garnituri carde"
"2464","721429","Masinist mecanic la confectionare garnituri carde"
"2465","721430","Lacatus-depanator utilaje calcul"
"2466","7215","Lucratori la montarea si intretinerea de instalatii de ridicat si transportat"
"2467","721501","Mecanic montator instalatii cu cablu in silvicultura si exploatari forestiere"
"2468","7216","Scafandri si alti lucratori subacvatici"
"2469","721601","Scafandru"
"2470","721602","Scafandru autonom"
"2471","721603","Scafandru sef grup"
"2472","721604","Scafandru sef utilaj"
"2473","721605","Scafandru greu"
"2474","722","FORJORI, MATRITERI, REGLORI SI ASIMILATI"
"2475","7221","Forjori, stantatori si presatori"
"2476","722101","Forjor matriter"
"2477","722102","Prelucrator mecanic metale pretioase"
"2478","722103","Presator piese din pulberi metalice"
"2479","722104","Stantator"
"2480","722105","Ambutisor, presator la cald"
"2481","722105","Presator, ambutisor la cald"
"2482","722106","Forjor manual"
"2483","722107","Forjor arcurar"
"2484","722108","Forjor mecanic"
"2485","722109","Confectioner ferodouri"
"2486","722110","Preparator pulberi"
"2487","722111","Cuptorar termist pentru ferite"
"2488","722112","Fierar"
"2489","722112","Potcovar"
"2490","722113","Formator-presator ferite"
"2491","722114","Finisor ferite"
"2492","7222","Sculeri"
"2493","722201","Lacatus SDV"
"2494","722202","Sculer-matriter"
"2495","722203","Lacatus AMC"
"2496","722204","Lacatus mecanica fina"
"2497","7223","Reglori si reglori conductori de masini unelte"
"2498","722301","Reglor la masini pentru fabricarea cablurilor, conductorilor electrici si materialelor electrice"
"2499","722302","Reglor la masini pentru confectionarea elementelor galvanice"
"2500","722303","Reglor benzi montaj"
"2501","722304","Masinist la linii automate aschietoare"
"2502","722305","Reglor masini de bobinat si platinat"
"2503","722306","Reglor la masini de prelucrare mase plastice"
"2504","722307","Reglor masini unelte"
"2505","722308","Reglor montator"
"2506","722309","Reglor la masini pentru fabricarea lampilor electrice"
"2507","722310","Reglor si reglor-conductor la masini unelte"
"2508","7224","Lucratori la masini de polizat, rectificat si ascutit"
"2509","722401","Ascutitor laminate la cald"
"2510","722402","Ascutitor laminate la rece"
"2511","722403","Ascutitor calitor garnituri de carde"
"2512","722404","Ascutitor scule, instrumente medicale si obiecte de uz casnic"
"2513","722405","Debitator-slefuitor perii de masini electrice"
"2514","722406","Polizator"
"2515","722407","Slefuitor metale"
"2516","722408","Frezor universal"
"2517","722409","Gauritor filetator"
"2518","722410","Honuitor"
"2519","722410","Lepuitor"
"2520","722410","Rodator"
"2521","722411","Rabotor mortezor universal"
"2522","722412","Rectificator universal"
"2523","722413","Strungar universal"
"2524","722414","Brosator"
"2525","722415","Frezor la masini roti dintate"
"2526","722416","Gravor mecanic"
"2527","722417","Rabotor mortezor roti dintate"
"2528","722418","Rectificator dantura caneluri"
"2529","722419","Strungar la strung paralel si de detalonat"
"2530","722420","Strungar la strung revolver"
"2531","722421","Strungar la strung carusel"
"2532","722422","Strungar la masini orizontale"
"2533","722423","Strungar la masini de alezat"
"2534","722424","Strungar la masini de prelucrat in coordonate"
"2535","722425","Strungar la masini de strunjit roti cai ferate"
"2536","722426","Rectificator piese producatoare de ochiuri"
"2537","723","MECANICI, MONTATORI SI REPARATORI DE MASINI SI UTILAJE"
"2538","7231","Mecanici, montatori si reparatori de autovehicule"
"2539","723101","Electrician auto"
"2540","723102","Electromecanic auto"
"2541","723103","Mecanic auto"
"2542","723104","Lacatus montator agregate energetice si de transport"
"2543","7232","Mecanici, montatori si reparatori de motoare de avioane"
"2544","723201","Mecanic aviatie"
"2545","7233","Mecanici, montatori si reparatori de masini agricole si industriale"
"2546","723301","Frigoriferist"
"2547","723301","Frigotehnist"
"2548","723302","Mecanic agricol"
"2549","723303","Motorist"
"2550","723304","Ungator-gresor"
"2551","724","MONTATORI SI REPARATORI DE APARATE SI ECHIPAMENTE ELECTRONICE  SI ELECTROTEHNICE"
"2552","7241","Electromecanici montatori si reparatori de aparate si echipamente electrice si energetice"
"2553","724101","Electrician echipamente electrice si energetice"
"2554","724102","Bobinator aparataj electric"
"2555","724103","Electromecanic reparator obiecte de uz casnic"
"2556","724104","Bobinator masini electrice rotative"
"2557","724105","Electrician aparate masura control si automatizare in centrale termoelectrice si nuclearo-electrice"
"2558","724106","Electrician montare si reparatii aparataje electrice de protectie, relee, automatizare"
"2559","724107","Bobinator condensatori pentru instalatii electrice"
"2560","724108","Electrician verificari si masuratori electrice in centrale si retele electrice"
"2561","724109","Bobinator transformatoare"
"2562","724110","Depanator de aparataj electric"
"2563","724110","Montator de aparataj electric"
"2564","724110","Reglor de aparataj electric"
"2565","724111","Depanator pentru aparate de masura electrice si relee"
"2566","724111","Montator pentru aparate de masura electrice si relee"
"2567","724111","Reglor pentru aparate de masura electrice si relee"
"2568","724112","Depanator pentru ascensoare"
"2569","724112","Montator ascensoare"
"2570","724112","Reglor pentru ascensoare"
"2571","724113","Electrician nave"
"2572","7242","Electronisti montatori si reparatori de aparate si echipamente electronice"
"2573","724201","Electrician depanator utilaje calcul"
"2574","724202","Electronist depanator utilaje calcul"
"2575","724203","Plantator elemente electronice"
"2576","7244","Electromecanici montatori si reparatori de instalatii telegrafice si telefonice"
"2577","724401","Automatist"
"2578","724402","Electromecanic SCB (semnalizare, centralizare,blocare)"
"2579","724403","Electromecanic radio-radioficare"
"2580","724404","Electromecanic retele cabluri"
"2581","724405","Electromecanic retele linii"
"2582","724406","Electromecanic telegrafie, telefonie"
"2583","724407","Electronist telecomunucatii"
"2584","724408","Jonctor"
"2585","724409","Linior"
"2586","724410","Montator aparatura de telecomunicatii si instalatii de semnalizare, centralizare si blocare (SCB)"
"2587","724410","Reglor aparatura de telecomunicatii si instalatii de semnalizare, centralizare si blocare (SCB)"
"2588","724410","Testor aparatura de telecomunicatii si instalatii de semnalizare, centralizare si blocare (SCB)"
"2589","724411","Electromecanic electroalimentare"
"2590","724412","Muncitor radioelectronist"
"2591","7245","Electricieni montatori si reparatori de linii electrice aeriene si subterane"
"2592","724501","Electrician exploatare centrale si statii electrice"
"2593","724502","Electrician exploatare retele electrice"
"2594","724503","Electrician montare si reparatii cabluri electrice subterane"
"2595","724504","Electrician montare si reparatii linii electrice aeriene"
"2596","724505","Electrician montare si reparatii echipament electric din centrale, statii si posturi de transformare"
"2597","724506","Electrician protectie relee, automatizari si masuratori electrice"
"2598","724507","Electrician de intretinere si reparatii"
"2599","724508","Electrician montator de instalatii automatizate"
"2600","724509","Electrician montator de instalatii electrice la mijloace de transport"
"2601","724510","Electrician pentru protectia catodica"
"2602","724511","Electrician rural"
"2603","724512","Electrician de mina"
"2604","724513","Electrician pentru utilizarea energiei electrice"
"2605","73","MESERIASI SI MUNCITORI CALIFICATI IN MECANICA FINA, ARTIZANAT, IMPRIMERIE SI ASIMILATI"
"2606","731","LUCRATORI IN MECANICA FINA SI ASIMILATI"
"2607","7311","Confectioneri si reparatori de instrumente si aparate de precizie"
"2608","731101","AMC-ist"
"2609","731102","Armurier"
"2610","731103","Blocator, chituitor, deblocator"
"2611","731104","Ceasornicar"
"2612","731105","Centrator, debordator piese optice"
"2613","731106","Centrator, finisor aparate optice"
"2614","731107","Curatitor, degresator piese si aparate optice"
"2615","731107","Degresator, curatitor piese si aparate optice"
"2616","731108","Lipitor lentile si prisme"
"2617","731109","Montator aparatura optica"
"2618","731110","Optician"
"2619","731111","Optician armament"
"2620","731112","Confectioner seringi"
"2621","731113","Presator piese optice"
"2622","731114","Reparator aparate foto"
"2623","731115","Reparator stilouri, brichete"
"2624","731116","Reparator umbrele"
"2625","731117","Gravor piese optice"
"2626","731118","Debitator-ebosator"
"2627","731119","Dusisator-polizator"
"2628","731120","Tratamentist piese optice"
"2629","731121","Metrolog si depanator mecanica fina, tehnica digitala si analogica (MFTDA)"
"2630","7312","Confectioneri si acordori de instrumente muzicale"
"2631","731201","Acordor acordeoane, armonici"
"2632","731202","Acordor piane, pianine, orga, tambal"
"2633","731203","Caserator si slefuitor de celuloid pentru carcase acordeoane"
"2634","731204","Ceruitor de piastrine pentru acordeoane"
"2635","731205","Constructor claviatura"
"2636","731206","Constructor-reparator de acordeoane si armonici"
"2637","731207","Constructor-reparator de alte instrumente muzicale (suflat, percutie)"
"2638","731208","Filator corzi pentru piane"
"2639","731209","Montator corp sonor la piane"
"2640","731210","Montator reglor piane"
"2641","731211","Montator ajustor de acordeoane"
"2642","731212","Lutier"
"2643","7313","Giuvaergii si alti lucratori de precizie in metal si alte materiale"
"2644","731301","Argintar"
"2645","731302","Bijutier metale pretioase"
"2646","731303","Cizelator"
"2647","731304","Cizelator clisee galvanice"
"2648","731305","Confectioner stampile de cauciuc, metal, facsimile"
"2649","731306","Gravor manual"
"2650","731307","Tintuitor"
"2651","731308","Bijutier metale comune"
"2652","731309","Giuvaergiu"
"2653","732","OLARI, STICLARI SI LUCRATORI ASIMILATI"
"2654","7321","Olari si formatori in ceramica si materiale abrazive"
"2655","732101","Aplicator de detalii la produse din ceramica"
"2656","732102","Debavurator-retusor la produse din ceramica fina"
"2657","732103","Turnator produse ceramice"
"2658","732104","Fasonator produse ceramice"
"2659","732105","Glazurator produse din ceramica fina"
"2660","732106","Modelator ceramica"
"2661","732107","Olar ceramica artizanat"
"2662","732108","Preparator mase ceramice"
"2663","732109","Presator produse ceramice"
"2664","732110","Risnitor smalt"
"2665","732111","Slefuitor produse din ceramica fina"
"2666","7322","Sticlari (suflatori, taietori de sticla, polizori de sticla etc,)"
"2667","732201","Brigadier la fabricarea sticlei"
"2668","732202","Confectioner geam dublu termoizolator"
"2669","732203","Tragator, slefuitor, gradator nivele"
"2670","732204","Prelucrator topitura sticla la presa"
"2671","732205","Prelucrator topitura sticla la teava"
"2672","7323","Gravori pe sticla"
"2673","732301","Gradator vase si aparate de laborator"
"2674","732302","Gravor produse de sticla"
"2675","732303","Inscriptioner pe produse de sticla si ceramica"
"2676","7324","Pictori, decoratori pe sticla si ceramica"
"2677","732401","Pictor pe sticla si ceramica"
"2678","732402","Oglindar"
"2679","733","LUCRATORI MESERIASI IN EXECUTAREA DE PRODUSE ARTIZANALE DIN  LEMN, TEXTILE, PIELE SI ALTE MATERIALE"
"2680","7331","Lucratori-meseriasi in executarea de produse artizanale din lemn si alte materiale"
